id,design_id,version,trigger,file_path,created_at
73,1046,1,texture_fix,r2://designs/1046/v1.png,2026-04-21T17:22:00+00:00
74,1046,2,texture_fix,r2://designs/1046/v2.png,2026-04-21T18:22:00+00:00
75,1047,1,initial,r2://designs/1047/v1.png,2026-03-21T08:03:00+00:00
76,1047,2,texture_fix,r2://designs/1047/v2.png,2026-03-21T09:03:00+00:00
77,1049,1,bg_removal_retry,r2://designs/1049/v1.png,2026-01-20T03:21:00+00:00
78,1049,2,bg_removal_retry,r2://designs/1049/v2.png,2026-01-20T04:21:00+00:00
79,1050,1,optimizer_edit,r2://designs/1050/v1.png,2026-06-02T19:04:00+00:00
80,1050,2,initial,r2://designs/1050/v2.png,2026-06-02T20:04:00+00:00
81,1050,3,bg_removal_retry,r2://designs/1050/v3.png,2026-06-02T21:04:00+00:00
82,1057,1,optimizer_edit,r2://designs/1057/v1.png,2026-01-26T10:53:00+00:00
83,1057,2,texture_fix,r2://designs/1057/v2.png,2026/01/26 11:53
84,1057,3,optimizer_edit,r2://designs/1057/v3.png,2026-01-26T12:53:00+00:00
85,1057,4,qa_retry,r2://designs/1057/v4.png,2026-01-26T13:53:00+00:00
86,1059,1,bg_removal_retry,r2://designs/1059/v1.png,2026-05-24T21:35:00+00:00
87,1059,2,initial,r2://designs/1059/v2.png,2026-05-24T22:35:00+00:00
88,1059,3,optimizer_edit,r2://designs/1059/v3.png,2026-05-24T23:35:00+00:00
89,1059,4,bg_removal_retry,r2://designs/1059/v4.png,2026-05-25T00:35:00+00:00
90,1061,1,qa_retry,r2://designs/1061/v1.png,2026/01/13 13:18
91,1061,2,qa_retry,r2://designs/1061/v2.png,2026-01-13T14:18:00+00:00
92,1061,3,bg_removal_retry,r2://designs/1061/v3.png,2026-01-13T15:18:00+00:00
93,1061,4,initial,r2://designs/1061/v4.png,2026-01-13T16:18:00+00:00
94,1066,1,texture_fix,r2://designs/1066/v1.png,2026-04-30T06:23:00+00:00
95,1066,2,qa_retry,r2://designs/1066/v2.png,2026-04-30T07:23:00+00:00
96,1074,1,optimizer_edit,r2://designs/1074/v1.png,2026-06-05T04:20:00+00:00
97,1074,2,optimizer_edit,r2://designs/1074/v2.png,2026-06-05T05:20:00+00:00
98,1074,3,bg_removal_retry,r2://designs/1074/v3.png,2026-06-05T06:20:00+00:00
99,1074,4,optimizer_edit,r2://designs/1074/v4.png,2026-06-05T07:20:00+00:00
100,1076,1,bg_removal_retry,r2://designs/1076/v1.png,2026-02-23T23:57:00+00:00
101,1076,2,initial,r2://designs/1076/v2.png,2026-02-24T00:57:00+00:00
102,1077,1,bg_removal_retry,r2://designs/1077/v1.png,2026-04-05T22:14:00+00:00
103,1077,2,bg_removal_retry,r2://designs/1077/v2.png,2026-04-05T23:14:00+00:00
104,1078,1,texture_fix,r2://designs/1078/v1.png,2026-02-04T22:36:00+00:00
105,1078,2,bg_removal_retry,r2://designs/1078/v2.png,2026-02-04T23:36:00+00:00
106,1078,3,optimizer_edit,r2://designs/1078/v3.png,2026-02-05T00:36:00+00:00
107,1078,4,bg_removal_retry,r2://designs/1078/v4.png,2026-02-05T01:36:00+00:00
108,1080,1,bg_removal_retry,r2://designs/1080/v1.png,2026-03-26T01:24:00+00:00
109,1080,2,initial,r2://designs/1080/v2.png,2026-03-26T02:24:00+00:00
110,1080,3,initial,r2://designs/1080/v3.png,2026-03-26T03:24:00+00:00
111,1080,4,initial,r2://designs/1080/v4.png,2026-03-26T04:24:00+00:00
112,1081,1,qa_retry,r2://designs/1081/v1.png,2026-05-06T07:02:00+00:00
113,1081,2,initial,r2://designs/1081/v2.png,2026-05-06T08:02:00+00:00
114,1081,3,texture_fix,r2://designs/1081/v3.png,2026-05-06T09:02:00+00:00
115,1083,1,optimizer_edit,r2://designs/1083/v1.png,2026-03-11T14:13:00+00:00
116,1083,2,initial,r2://designs/1083/v2.png,2026-03-11T15:13:00+00:00
117,1086,1,optimizer_edit,r2://designs/1086/v1.png,2026-01-06T03:55:00+00:00
118,1086,2,optimizer_edit,r2://designs/1086/v2.png,2026-01-06T04:55:00+00:00
119,1086,3,bg_removal_retry,r2://designs/1086/v3.png,2026-01-06T05:55:00+00:00
120,1086,4,bg_removal_retry,r2://designs/1086/v4.png,2026-01-06T06:55:00+00:00
121,1089,1,optimizer_edit,r2://designs/1089/v1.png,2026-05-18T09:40:00+00:00
122,1089,2,qa_retry,r2://designs/1089/v2.png,2026-05-18T10:40:00+00:00
123,1089,3,optimizer_edit,r2://designs/1089/v3.png,2026/05/18 11:40
124,1095,1,texture_fix,r2://designs/1095/v1.png,2026-01-12T09:03:00+00:00
125,1095,2,optimizer_edit,r2://designs/1095/v2.png,2026/01/12 10:03
126,1095,3,bg_removal_retry,r2://designs/1095/v3.png,2026-01-12T11:03:00+00:00
127,1097,1,texture_fix,r2://designs/1097/v1.png,2026-02-25T10:24:00+00:00
128,1097,2,texture_fix,r2://designs/1097/v2.png,2026-02-25T11:24:00+00:00
129,1097,3,texture_fix,r2://designs/1097/v3.png,2026-02-25T12:24:00+00:00
130,1097,4,optimizer_edit,r2://designs/1097/v4.png,2026-02-25T13:24:00+00:00
131,1100,1,bg_removal_retry,r2://designs/1100/v1.png,2026-03-25T05:32:00+00:00
132,1100,2,qa_retry,r2://designs/1100/v2.png,2026-03-25T06:32:00+00:00
133,1100,3,optimizer_edit,r2://designs/1100/v3.png,2026-03-25T07:32:00+00:00
134,1103,1,optimizer_edit,r2://designs/1103/v1.png,2026-02-05T22:28:00+00:00
135,1103,2,initial,r2://designs/1103/v2.png,2026-02-05T23:28:00+00:00
136,1103,3,bg_removal_retry,r2://designs/1103/v3.png,2026-02-06T00:28:00+00:00
137,1111,1,bg_removal_retry,r2://designs/1111/v1.png,2026-01-15T07:55:00+00:00
138,1111,2,optimizer_edit,r2://designs/1111/v2.png,2026-01-15T08:55:00+00:00
139,1111,3,bg_removal_retry,r2://designs/1111/v3.png,2026-01-15T09:55:00+00:00
140,1111,4,texture_fix,r2://designs/1111/v4.png,2026-01-15T10:55:00+00:00
141,1113,1,initial,r2://designs/1113/v1.png,2026-01-17T00:27:00+00:00
142,1113,2,bg_removal_retry,r2://designs/1113/v2.png,2026/01/17 01:27
143,1113,3,qa_retry,r2://designs/1113/v3.png,2026-01-17T02:27:00+00:00
144,1116,1,texture_fix,r2://designs/1116/v1.png,2026-04-28T22:18:00+00:00
145,1116,2,qa_retry,r2://designs/1116/v2.png,2026-04-28T23:18:00+00:00
146,1117,1,bg_removal_retry,r2://designs/1117/v1.png,2026-04-02T14:28:00+00:00
147,1117,2,initial,r2://designs/1117/v2.png,2026-04-02T15:28:00+00:00
148,1120,1,qa_retry,r2://designs/1120/v1.png,2026-05-03T11:10:00+00:00
149,1120,2,initial,r2://designs/1120/v2.png,2026-05-03T12:10:00+00:00
150,1122,1,bg_removal_retry,r2://designs/1122/v1.png,2026-05-11T07:24:00+00:00
151,1122,2,bg_removal_retry,r2://designs/1122/v2.png,2026-05-11T08:24:00+00:00
152,1122,3,bg_removal_retry,r2://designs/1122/v3.png,2026-05-11T09:24:00+00:00
153,1125,1,optimizer_edit,r2://designs/1125/v1.png,2026-02-22T08:03:00+00:00
154,1125,2,qa_retry,r2://designs/1125/v2.png,2026-02-22T09:03:00+00:00
155,1125,3,optimizer_edit,r2://designs/1125/v3.png,2026-02-22T10:03:00+00:00
156,1129,1,qa_retry,r2://designs/1129/v1.png,2026-06-08T13:46:00+00:00
157,1129,2,texture_fix,r2://designs/1129/v2.png,2026-06-08T14:46:00+00:00
158,1129,3,texture_fix,r2://designs/1129/v3.png,2026-06-08T15:46:00+00:00
159,1130,1,initial,r2://designs/1130/v1.png,2026-04-26T00:59:00+00:00
160,1130,2,initial,r2://designs/1130/v2.png,2026-04-26T01:59:00+00:00
161,1135,1,optimizer_edit,r2://designs/1135/v1.png,2026-01-30T01:28:00+00:00
162,1135,2,bg_removal_retry,r2://designs/1135/v2.png,2026-01-30T02:28:00+00:00
163,1135,3,bg_removal_retry,r2://designs/1135/v3.png,2026-01-30T03:28:00+00:00
164,1139,1,texture_fix,r2://designs/1139/v1.png,2026-05-14T11:08:00+00:00
165,1139,2,qa_retry,r2://designs/1139/v2.png,2026/05/14 12:08
166,1139,3,bg_removal_retry,r2://designs/1139/v3.png,2026-05-14T13:08:00+00:00
167,1139,4,bg_removal_retry,r2://designs/1139/v4.png,2026-05-14T14:08:00+00:00
168,1140,1,texture_fix,r2://designs/1140/v1.png,2026-02-20T13:11:00+00:00
169,1140,2,qa_retry,r2://designs/1140/v2.png,2026/02/20 14:11
170,1140,3,optimizer_edit,r2://designs/1140/v3.png,2026-02-20T15:11:00+00:00
171,1141,1,optimizer_edit,r2://designs/1141/v1.png,2026-04-28T12:04:00+00:00
172,1141,2,texture_fix,r2://designs/1141/v2.png,2026-04-28T13:04:00+00:00
173,1145,1,qa_retry,r2://designs/1145/v1.png,2026-04-07T17:20:00+00:00
174,1145,2,initial,r2://designs/1145/v2.png,2026-04-07T18:20:00+00:00
175,1146,1,bg_removal_retry,r2://designs/1146/v1.png,2026-03-28T12:25:00+00:00
176,1146,2,optimizer_edit,r2://designs/1146/v2.png,2026-03-28T13:25:00+00:00
177,1146,3,texture_fix,r2://designs/1146/v3.png,2026-03-28T14:25:00+00:00
178,1148,1,initial,r2://designs/1148/v1.png,2026-04-28T15:32:00+00:00
179,1148,2,bg_removal_retry,r2://designs/1148/v2.png,2026-04-28T16:32:00+00:00
180,1150,1,optimizer_edit,r2://designs/1150/v1.png,2026-05-01T12:41:00+00:00
181,1150,2,initial,r2://designs/1150/v2.png,2026/05/01 13:41
182,1150,3,qa_retry,r2://designs/1150/v3.png,2026-05-01T14:41:00+00:00
183,1150,4,qa_retry,r2://designs/1150/v4.png,2026-05-01T15:41:00+00:00
184,1153,1,texture_fix,r2://designs/1153/v1.png,2026-01-15T19:33:00+00:00
185,1153,2,bg_removal_retry,r2://designs/1153/v2.png,2026-01-15T20:33:00+00:00
186,1153,3,bg_removal_retry,r2://designs/1153/v3.png,2026-01-15T21:33:00+00:00
187,1153,4,optimizer_edit,r2://designs/1153/v4.png,2026-01-15T22:33:00+00:00
188,1155,1,texture_fix,r2://designs/1155/v1.png,2026-04-04T04:48:00+00:00
189,1155,2,initial,r2://designs/1155/v2.png,2026-04-04T05:48:00+00:00
190,1155,3,texture_fix,r2://designs/1155/v3.png,2026-04-04T06:48:00+00:00
191,1155,4,bg_removal_retry,r2://designs/1155/v4.png,2026/04/04 07:48
192,1160,1,texture_fix,r2://designs/1160/v1.png,2026-03-14T23:38:00+00:00
193,1160,2,bg_removal_retry,r2://designs/1160/v2.png,2026-03-15T00:38:00+00:00
194,1160,3,initial,r2://designs/1160/v3.png,2026-03-15T01:38:00+00:00
195,1160,4,optimizer_edit,r2://designs/1160/v4.png,2026-03-15T02:38:00+00:00
196,1164,1,initial,r2://designs/1164/v1.png,2026-04-11T00:03:00+00:00
197,1164,2,bg_removal_retry,r2://designs/1164/v2.png,2026-04-11T01:03:00+00:00
198,1164,3,optimizer_edit,r2://designs/1164/v3.png,2026-04-11T02:03:00+00:00
199,1164,4,texture_fix,r2://designs/1164/v4.png,2026-04-11T03:03:00+00:00
200,1169,1,bg_removal_retry,r2://designs/1169/v1.png,2026-03-13T08:06:00+00:00
201,1169,2,bg_removal_retry,r2://designs/1169/v2.png,2026/03/13 09:06
202,1169,3,optimizer_edit,r2://designs/1169/v3.png,2026-03-13T10:06:00+00:00
203,1169,4,optimizer_edit,r2://designs/1169/v4.png,2026/03/13 11:06
204,1170,1,initial,r2://designs/1170/v1.png,2026-05-02T21:46:00+00:00
205,1170,2,bg_removal_retry,r2://designs/1170/v2.png,2026-05-02T22:46:00+00:00
206,1173,1,optimizer_edit,r2://designs/1173/v1.png,2026-03-01T16:30:00+00:00
207,1173,2,initial,r2://designs/1173/v2.png,2026-03-01T17:30:00+00:00
208,1173,3,qa_retry,r2://designs/1173/v3.png,2026/03/01 18:30
209,1174,1,initial,r2://designs/1174/v1.png,2026-03-25T05:52:00+00:00
210,1174,2,initial,r2://designs/1174/v2.png,2026-03-25T06:52:00+00:00
211,1174,3,bg_removal_retry,r2://designs/1174/v3.png,2026-03-25T07:52:00+00:00
212,1178,1,bg_removal_retry,r2://designs/1178/v1.png,2026-03-29T22:42:00+00:00
213,1178,2,optimizer_edit,r2://designs/1178/v2.png,2026-03-29T23:42:00+00:00
214,1181,1,qa_retry,r2://designs/1181/v1.png,2026-04-08T05:14:00+00:00
215,1181,2,texture_fix,r2://designs/1181/v2.png,2026-04-08T06:14:00+00:00
216,1181,3,qa_retry,r2://designs/1181/v3.png,2026-04-08T07:14:00+00:00
217,1183,1,initial,r2://designs/1183/v1.png,2026-04-09T18:22:00+00:00
218,1183,2,bg_removal_retry,r2://designs/1183/v2.png,2026-04-09T19:22:00+00:00
219,1183,3,initial,r2://designs/1183/v3.png,2026/04/09 20:22
220,1183,4,optimizer_edit,r2://designs/1183/v4.png,2026/04/09 21:22
221,1186,1,optimizer_edit,r2://designs/1186/v1.png,2026-03-25T23:47:00+00:00
222,1186,2,initial,r2://designs/1186/v2.png,2026/03/26 00:47
223,1186,3,initial,r2://designs/1186/v3.png,2026-03-26T01:47:00+00:00
224,1186,4,bg_removal_retry,r2://designs/1186/v4.png,2026-03-26T02:47:00+00:00
225,1187,1,qa_retry,r2://designs/1187/v1.png,2026-01-25T10:48:00+00:00
226,1187,2,initial,r2://designs/1187/v2.png,2026-01-25T11:48:00+00:00
227,1187,3,initial,r2://designs/1187/v3.png,2026-01-25T12:48:00+00:00
228,1188,1,texture_fix,r2://designs/1188/v1.png,2026/03/06 17:13
229,1188,2,bg_removal_retry,r2://designs/1188/v2.png,2026/03/06 18:13
230,1188,3,texture_fix,r2://designs/1188/v3.png,2026-03-06T19:13:00+00:00
231,1188,4,initial,r2://designs/1188/v4.png,2026/03/06 20:13
232,1193,1,initial,r2://designs/1193/v1.png,2026-04-12T21:43:00+00:00
233,1193,2,qa_retry,r2://designs/1193/v2.png,2026-04-12T22:43:00+00:00
234,1193,3,initial,r2://designs/1193/v3.png,2026-04-12T23:43:00+00:00
235,1196,1,texture_fix,r2://designs/1196/v1.png,2026-01-06T03:40:00+00:00
236,1196,2,texture_fix,r2://designs/1196/v2.png,2026-01-06T04:40:00+00:00
237,1196,3,texture_fix,r2://designs/1196/v3.png,2026-01-06T05:40:00+00:00
238,1196,4,initial,r2://designs/1196/v4.png,2026-01-06T06:40:00+00:00
239,1199,1,bg_removal_retry,r2://designs/1199/v1.png,2026-04-12T04:09:00+00:00
240,1199,2,optimizer_edit,r2://designs/1199/v2.png,2026-04-12T05:09:00+00:00
241,1199,3,qa_retry,r2://designs/1199/v3.png,2026-04-12T06:09:00+00:00
242,1201,1,optimizer_edit,r2://designs/1201/v1.png,2026-02-07T06:34:00+00:00
243,1201,2,texture_fix,r2://designs/1201/v2.png,2026/02/07 07:34
244,1202,1,qa_retry,r2://designs/1202/v1.png,2026-02-27T05:58:00+00:00
245,1202,2,initial,r2://designs/1202/v2.png,2026-02-27T06:58:00+00:00
246,1202,3,optimizer_edit,r2://designs/1202/v3.png,2026-02-27T07:58:00+00:00
247,1202,4,qa_retry,r2://designs/1202/v4.png,2026-02-27T08:58:00+00:00
248,1206,1,bg_removal_retry,r2://designs/1206/v1.png,2026/02/27 15:47
249,1206,2,bg_removal_retry,r2://designs/1206/v2.png,2026-02-27T16:47:00+00:00
250,1206,3,texture_fix,r2://designs/1206/v3.png,2026-02-27T17:47:00+00:00
251,1206,4,initial,r2://designs/1206/v4.png,2026-02-27T18:47:00+00:00
252,1208,1,optimizer_edit,r2://designs/1208/v1.png,2026-04-17T10:11:00+00:00
253,1208,2,initial,r2://designs/1208/v2.png,2026-04-17T11:11:00+00:00
254,1208,3,optimizer_edit,r2://designs/1208/v3.png,2026-04-17T12:11:00+00:00
255,1208,4,texture_fix,r2://designs/1208/v4.png,2026-04-17T13:11:00+00:00
256,1214,1,bg_removal_retry,r2://designs/1214/v1.png,2026-05-19T20:27:00+00:00
257,1214,2,qa_retry,r2://designs/1214/v2.png,2026-05-19T21:27:00+00:00
258,1214,3,bg_removal_retry,r2://designs/1214/v3.png,2026-05-19T22:27:00+00:00
259,1215,1,qa_retry,r2://designs/1215/v1.png,2026-04-22T04:43:00+00:00
260,1215,2,initial,r2://designs/1215/v2.png,2026-04-22T05:43:00+00:00
261,1215,3,optimizer_edit,r2://designs/1215/v3.png,2026-04-22T06:43:00+00:00
262,1215,4,qa_retry,r2://designs/1215/v4.png,2026-04-22T07:43:00+00:00
263,1216,1,qa_retry,r2://designs/1216/v1.png,2026-01-21T09:22:00+00:00
264,1216,2,texture_fix,r2://designs/1216/v2.png,2026-01-21T10:22:00+00:00
265,1220,1,bg_removal_retry,r2://designs/1220/v1.png,2026/06/03 09:17
266,1220,2,qa_retry,r2://designs/1220/v2.png,2026-06-03T10:17:00+00:00
267,1220,3,texture_fix,r2://designs/1220/v3.png,2026-06-03T11:17:00+00:00
268,1223,1,qa_retry,r2://designs/1223/v1.png,2026-01-11T21:32:00+00:00
269,1223,2,qa_retry,r2://designs/1223/v2.png,2026-01-11T22:32:00+00:00
270,1223,3,qa_retry,r2://designs/1223/v3.png,2026-01-11T23:32:00+00:00
271,1224,1,optimizer_edit,r2://designs/1224/v1.png,2026-05-20T10:12:00+00:00
272,1224,2,optimizer_edit,r2://designs/1224/v2.png,2026/05/20 11:12
273,1224,3,bg_removal_retry,r2://designs/1224/v3.png,2026/05/20 12:12
274,1224,4,texture_fix,r2://designs/1224/v4.png,2026-05-20T13:12:00+00:00
275,1228,1,texture_fix,r2://designs/1228/v1.png,2026-01-29T23:38:00+00:00
276,1228,2,bg_removal_retry,r2://designs/1228/v2.png,2026-01-30T00:38:00+00:00
277,1229,1,optimizer_edit,r2://designs/1229/v1.png,2026-02-28T17:38:00+00:00
278,1229,2,qa_retry,r2://designs/1229/v2.png,2026-02-28T18:38:00+00:00
279,1231,1,qa_retry,r2://designs/1231/v1.png,2026/03/21 09:05
280,1231,2,optimizer_edit,r2://designs/1231/v2.png,2026-03-21T10:05:00+00:00
281,1233,1,bg_removal_retry,r2://designs/1233/v1.png,2026/05/02 10:04
282,1233,2,texture_fix,r2://designs/1233/v2.png,2026/05/02 11:04
283,1233,3,qa_retry,r2://designs/1233/v3.png,2026-05-02T12:04:00+00:00
284,1233,4,initial,r2://designs/1233/v4.png,2026-05-02T13:04:00+00:00
285,1234,1,texture_fix,r2://designs/1234/v1.png,2026-05-09T12:16:00+00:00
286,1234,2,qa_retry,r2://designs/1234/v2.png,2026-05-09T13:16:00+00:00
287,1234,3,texture_fix,r2://designs/1234/v3.png,2026-05-09T14:16:00+00:00
288,1234,4,initial,r2://designs/1234/v4.png,2026-05-09T15:16:00+00:00
289,1235,1,optimizer_edit,r2://designs/1235/v1.png,2026-02-20T01:41:00+00:00
290,1235,2,qa_retry,r2://designs/1235/v2.png,2026-02-20T02:41:00+00:00
291,1240,1,initial,r2://designs/1240/v1.png,2026-03-02T12:36:00+00:00
292,1240,2,qa_retry,r2://designs/1240/v2.png,2026-03-02T13:36:00+00:00
293,1240,3,bg_removal_retry,r2://designs/1240/v3.png,2026-03-02T14:36:00+00:00
294,1240,4,optimizer_edit,r2://designs/1240/v4.png,2026/03/02 15:36
295,1242,1,bg_removal_retry,r2://designs/1242/v1.png,2026-02-05T08:02:00+00:00
296,1242,2,optimizer_edit,r2://designs/1242/v2.png,2026-02-05T09:02:00+00:00
297,1245,1,bg_removal_retry,r2://designs/1245/v1.png,2026-03-23T00:32:00+00:00
298,1245,2,texture_fix,r2://designs/1245/v2.png,2026-03-23T01:32:00+00:00
299,1248,1,texture_fix,r2://designs/1248/v1.png,2026-03-08T01:23:00+00:00
300,1248,2,initial,r2://designs/1248/v2.png,2026/03/08 02:23
301,1248,3,optimizer_edit,r2://designs/1248/v3.png,2026-03-08T03:23:00+00:00
302,1248,4,initial,r2://designs/1248/v4.png,2026-03-08T04:23:00+00:00
303,1249,1,initial,r2://designs/1249/v1.png,2026-04-06T04:18:00+00:00
304,1249,2,qa_retry,r2://designs/1249/v2.png,2026/04/06 05:18
305,1249,3,bg_removal_retry,r2://designs/1249/v3.png,2026-04-06T06:18:00+00:00
306,1249,4,texture_fix,r2://designs/1249/v4.png,2026-04-06T07:18:00+00:00
307,1250,1,qa_retry,r2://designs/1250/v1.png,2026/05/23 18:14
308,1250,2,initial,r2://designs/1250/v2.png,2026-05-23T19:14:00+00:00
309,1250,3,bg_removal_retry,r2://designs/1250/v3.png,2026-05-23T20:14:00+00:00
310,1250,4,qa_retry,r2://designs/1250/v4.png,2026-05-23T21:14:00+00:00
311,1252,1,texture_fix,r2://designs/1252/v1.png,2026-01-30T08:45:00+00:00
312,1252,2,optimizer_edit,r2://designs/1252/v2.png,2026-01-30T09:45:00+00:00
313,1252,3,optimizer_edit,r2://designs/1252/v3.png,2026/01/30 10:45
314,1256,1,optimizer_edit,r2://designs/1256/v1.png,2026-04-11T15:50:00+00:00
315,1256,2,qa_retry,r2://designs/1256/v2.png,2026-04-11T16:50:00+00:00
316,1256,3,optimizer_edit,r2://designs/1256/v3.png,2026-04-11T17:50:00+00:00
317,1256,4,texture_fix,r2://designs/1256/v4.png,2026-04-11T18:50:00+00:00
318,1257,1,initial,r2://designs/1257/v1.png,2026-06-02T16:39:00+00:00
319,1257,2,texture_fix,r2://designs/1257/v2.png,2026-06-02T17:39:00+00:00
