design_id,emotion,buyer_identity,design_style,composition,color_count,text_present,source
1094,funny,vinyl collector,Line Art,scattered,5,True,generation_birth
1095,NOSTALGIC,saxophonist,line art,scattered,5,True,generation_birth
1096,proud,country fan,VINTAGE,badge,2,True,generation_birth
1097,Chill,PRODUCER,VINTAGE,scattered,2,False,generation_birth
1098,FUNNY,vinyl collector,bold graphic,scattered,3,True,generation_birth
1099,Proud,producer,retro,badge,4,True,generation_birth
1100,proud,Guitarist,watercolor,centered stack,5,True,generation_birth
1101,REBELLIOUS,producer,VINTAGE,scattered,4,True,generation_birth
1102,rebellious,producer,bold_graphic,badge,3,True,generation_birth
1103,proud,classical musician,watercolor,centered stack,2,True,generation_birth
1104,rebellious,VINYL COLLECTOR,retro,scattered,6,False,generation_birth
1105,proud,Saxophonist,Retro,full bleed,5,False,generation_birth
1106,proud,vinyl collector,bold graphic,centered stack,6,True,generation_birth
1107,nostalgic,metalhead,Retro,full bleed,1,True,generation_birth
1108,chill,Vinyl Collector,vintage,centered stack,3,True,generation_birth
1109,proud,country fan,bold graphic,centered stack,3,True,generation_birth
1110,proud,country fan,WATERCOLOR,full bleed,3,True,generation_birth
1111,proud,GUITARIST,line art,full bleed,4,True,generation_birth
1112,rebellious,saxophonist,retro,full bleed,3,False,generation_birth
1113,proud,drummer,watercolor,badge,3,False,generation_birth
1114,chill,saxophonist,distressed,full bleed,3,True,generation_birth
1115,Rebellious,classical musician,watercolor,badge,1,True,generation_birth
1116,chill,saxophonist,DISTRESSED,scattered,2,True,generation_birth
1117,nostalgic,producer,bold graphic,centered stack,3,False,generation_birth
1118,proud,CLASSICAL MUSICIAN,watercolor,badge,4,True,generation_birth
1119,Rebellious,Guitarist,BOLD GRAPHIC,badge,3,True,generation_birth
1120,nostalgic,vinyl collector,bold graphic,scattered,6,True,generation_birth
1121,rebellious,Vinyl Collector,line art,centered stack,2,True,generation_birth
1122,CHILL,producer,watercolor,full bleed,2,True,generation_birth
1123,nostalgic,Producer,bold_graphic,centered stack,3,True,generation_birth
1124,PROUD,classical musician,retro,badge,2,True,generation_birth
1125,proud,drummer,Watercolor,centered stack,3,False,generation_birth
1126,rebellious,drummer,distressed,centered stack,6,True,generation_birth
1127,NOSTALGIC,drummer,retro,scattered,6,True,generation_birth
1128,proud,classical_musician,VINTAGE,full bleed,6,True,generation_birth
1129,chill,GUITARIST,VINTAGE,full bleed,1,True,generation_birth
1130,proud,vinyl_collector,retro,scattered,1,True,generation_birth
1131,funny,GUITARIST,Distressed,centered stack,3,True,generation_birth
1132,rebellious,saxophonist,retro,scattered,4,True,generation_birth
1133,funny,guitarist,retro,full bleed,2,True,generation_birth
1134,NOSTALGIC,guitarist,distressed,scattered,2,True,generation_birth
1135,Funny,country fan,watercolor,centered stack,5,True,generation_birth
1136,chill,METALHEAD,RETRO,full bleed,3,True,generation_birth
1137,funny,vinyl collector,watercolor,badge,3,True,generation_birth
1138,rebellious,country_fan,bold graphic,centered stack,2,False,generation_birth
1139,REBELLIOUS,vinyl collector,retro,full bleed,4,True,generation_birth
1140,REBELLIOUS,drummer,DISTRESSED,badge,5,True,generation_birth
1141,FUNNY,vinyl collector,WATERCOLOR,centered stack,4,True,generation_birth
1142,funny,guitarist,WATERCOLOR,full bleed,5,True,generation_birth
1143,rebellious,producer,LINE ART,badge,6,False,generation_birth
1144,Nostalgic,metalhead,retro,badge,4,True,generation_birth
1145,FUNNY,metalhead,Bold Graphic,badge,2,True,generation_birth
1146,Rebellious,Saxophonist,RETRO,badge,1,True,generation_birth
1147,rebellious,vinyl collector,watercolor,full bleed,3,False,generation_birth
1148,FUNNY,producer,line art,centered stack,4,False,generation_birth
1149,funny,vinyl collector,watercolor,badge,4,True,generation_birth
1150,PROUD,guitarist,watercolor,scattered,4,True,generation_birth
1151,proud,Country Fan,line art,full bleed,2,False,generation_birth
1152,proud,drummer,DISTRESSED,scattered,5,False,generation_birth
1153,proud,DRUMMER,distressed,centered stack,1,True,generation_birth
1154,CHILL,Classical Musician,Bold Graphic,centered stack,5,True,generation_birth
1155,nostalgic,drummer,VINTAGE,centered stack,3,True,generation_birth
1156,NOSTALGIC,saxophonist,retro,badge,4,True,generation_birth
1157,Nostalgic,Classical Musician,vintage,badge,3,False,generation_birth
1158,nostalgic,vinyl_collector,line_art,centered stack,3,False,generation_birth
1159,Chill,producer,Line Art,badge,3,True,generation_birth
1160,nostalgic,GUITARIST,watercolor,scattered,2,False,generation_birth
1161,REBELLIOUS,METALHEAD,Vintage,centered stack,3,False,generation_birth
1162,proud,country fan,distressed,scattered,5,True,generation_birth
1163,CHILL,VINYL COLLECTOR,bold_graphic,full bleed,5,True,generation_birth
1164,chill,vinyl collector,Line Art,centered stack,3,False,generation_birth
1165,rebellious,saxophonist,LINE ART,centered stack,2,True,generation_birth
1166,proud,country fan,Distressed,badge,4,True,generation_birth
1167,nostalgic,CLASSICAL MUSICIAN,vintage,scattered,3,True,generation_birth
1168,rebellious,guitarist,LINE ART,badge,3,True,generation_birth
1169,nostalgic,country fan,retro,centered stack,3,True,generation_birth
1170,funny,producer,vintage,centered stack,5,True,generation_birth
1171,rebellious,guitarist,watercolor,scattered,3,True,generation_birth
1172,rebellious,Metalhead,Retro,badge,3,True,generation_birth
1173,REBELLIOUS,saxophonist,Line Art,full bleed,2,True,generation_birth
1174,proud,classical musician,line art,badge,3,True,generation_birth
1175,Rebellious,classical musician,vintage,badge,5,True,generation_birth
1176,Funny,DRUMMER,RETRO,full bleed,2,True,generation_birth
1177,funny,classical_musician,distressed,centered stack,5,True,generation_birth
1178,rebellious,country fan,RETRO,centered stack,2,False,generation_birth
1179,funny,Producer,Retro,badge,6,True,generation_birth
1180,PROUD,guitarist,retro,scattered,1,True,generation_birth
1181,funny,metalhead,Watercolor,badge,3,True,generation_birth
1182,chill,producer,Line Art,scattered,3,True,generation_birth
1183,rebellious,vinyl collector,watercolor,centered stack,4,True,generation_birth
1184,rebellious,guitarist,vintage,full bleed,1,True,generation_birth
1185,nostalgic,Saxophonist,Distressed,badge,3,True,generation_birth
1186,rebellious,DRUMMER,vintage,scattered,4,True,generation_birth
1187,FUNNY,saxophonist,bold graphic,centered stack,3,False,generation_birth
1188,chill,Guitarist,distressed,badge,2,True,generation_birth
1189,funny,metalhead,line art,centered stack,6,True,generation_birth
1190,rebellious,producer,BOLD GRAPHIC,scattered,4,True,generation_birth
1191,nostalgic,country fan,Watercolor,badge,5,True,generation_birth
1192,chill,guitarist,bold graphic,full bleed,3,True,generation_birth
1193,rebellious,metalhead,retro,centered stack,2,True,generation_birth
1194,FUNNY,drummer,distressed,scattered,2,False,generation_birth
1195,rebellious,guitarist,Line Art,badge,6,True,generation_birth
1196,funny,Saxophonist,Distressed,scattered,4,True,generation_birth
1197,nostalgic,Drummer,distressed,centered stack,3,True,generation_birth
1198,funny,metalhead,line art,full bleed,5,True,generation_birth
1199,Proud,saxophonist,Watercolor,badge,2,True,generation_birth
1200,rebellious,METALHEAD,WATERCOLOR,full bleed,2,True,generation_birth
1201,rebellious,producer,Retro,badge,6,False,generation_birth
1202,nostalgic,saxophonist,bold graphic,full bleed,3,True,generation_birth
1203,proud,PRODUCER,retro,scattered,3,True,generation_birth
1204,Chill,vinyl collector,BOLD GRAPHIC,full bleed,2,False,generation_birth
1205,funny,saxophonist,VINTAGE,centered stack,1,False,generation_birth
1206,nostalgic,drummer,WATERCOLOR,scattered,4,True,generation_birth
1207,NOSTALGIC,country fan,bold graphic,scattered,3,True,generation_birth
1208,rebellious,metalhead,bold_graphic,scattered,1,False,generation_birth
1209,Chill,drummer,vintage,scattered,6,True,generation_birth
1210,funny,drummer,vintage,scattered,3,True,generation_birth
1211,nostalgic,classical musician,bold graphic,scattered,4,False,generation_birth
1212,NOSTALGIC,drummer,RETRO,badge,2,True,generation_birth
1213,proud,classical musician,watercolor,badge,4,False,generation_birth
1214,NOSTALGIC,vinyl collector,bold graphic,badge,3,True,generation_birth
1215,nostalgic,saxophonist,distressed,badge,5,True,generation_birth
1216,Chill,metalhead,bold_graphic,full bleed,3,True,generation_birth
1217,nostalgic,metalhead,retro,centered stack,1,True,generation_birth
1218,rebellious,vinyl collector,line art,badge,2,True,generation_birth
1219,proud,DRUMMER,bold graphic,centered stack,4,False,generation_birth
1220,nostalgic,DRUMMER,bold graphic,full bleed,2,True,generation_birth
1221,proud,country fan,watercolor,scattered,3,False,generation_birth
1222,nostalgic,Saxophonist,vintage,full bleed,3,False,generation_birth
1223,Nostalgic,DRUMMER,bold graphic,scattered,3,True,generation_birth
1224,rebellious,country fan,retro,scattered,4,False,generation_birth
1225,proud,guitarist,BOLD GRAPHIC,scattered,4,False,generation_birth
1226,funny,guitarist,vintage,full bleed,3,True,generation_birth
1227,nostalgic,vinyl collector,retro,full bleed,3,True,generation_birth
1228,nostalgic,Metalhead,Bold Graphic,scattered,6,True,generation_birth
1229,chill,country fan,WATERCOLOR,scattered,3,True,generation_birth
1230,Funny,metalhead,Retro,centered stack,1,True,generation_birth
1231,funny,Metalhead,BOLD GRAPHIC,badge,2,True,generation_birth
1232,proud,vinyl collector,vintage,full bleed,4,True,generation_birth
1233,chill,drummer,DISTRESSED,full bleed,5,True,generation_birth
1234,proud,COUNTRY FAN,bold graphic,centered stack,3,True,generation_birth
1235,nostalgic,drummer,bold graphic,full bleed,2,True,generation_birth
1236,nostalgic,saxophonist,Vintage,badge,5,True,generation_birth
1237,funny,saxophonist,BOLD GRAPHIC,scattered,5,True,generation_birth
1238,Nostalgic,saxophonist,vintage,badge,4,True,generation_birth
1239,proud,Saxophonist,WATERCOLOR,scattered,6,True,generation_birth
1240,chill,country fan,retro,centered stack,5,False,generation_birth
1241,nostalgic,drummer,distressed,scattered,5,True,generation_birth
1242,rebellious,saxophonist,Line Art,scattered,3,True,generation_birth
1243,Nostalgic,Drummer,line art,full bleed,2,True,generation_birth
1244,proud,producer,Line Art,centered stack,6,True,generation_birth
1245,chill,country fan,line art,badge,4,True,generation_birth
1246,chill,Saxophonist,bold graphic,full bleed,4,True,generation_birth
1247,nostalgic,SAXOPHONIST,watercolor,badge,2,True,generation_birth
1248,funny,drummer,distressed,badge,6,False,generation_birth
1249,nostalgic,guitarist,WATERCOLOR,centered stack,3,True,generation_birth
1250,chill,guitarist,LINE ART,centered stack,3,True,generation_birth
1251,FUNNY,country fan,retro,centered stack,2,False,generation_birth
1252,rebellious,producer,Line Art,badge,3,True,generation_birth
1253,nostalgic,country fan,vintage,centered stack,2,True,generation_birth
1254,Chill,country fan,DISTRESSED,full bleed,5,False,generation_birth
1255,Chill,Classical Musician,watercolor,badge,2,True,generation_birth
1256,proud,vinyl collector,RETRO,scattered,4,True,generation_birth
1257,CHILL,drummer,bold graphic,full bleed,5,True,generation_birth
1258,proud,drummer,watercolor,full bleed,4,True,generation_birth
1259,NOSTALGIC,drummer,watercolor,badge,2,False,generation_birth
1260,rebellious,Guitarist,Distressed,centered stack,4,True,generation_birth
1261,Proud,Vinyl Collector,retro,scattered,2,False,generation_birth
1262,chill,METALHEAD,VINTAGE,scattered,1,True,generation_birth
1263,nostalgic,COUNTRY FAN,vintage,badge,3,True,generation_birth
1264,FUNNY,drummer,bold graphic,badge,3,False,generation_birth
1265,REBELLIOUS,vinyl collector,bold graphic,centered stack,3,True,generation_birth
1266,rebellious,vinyl collector,BOLD GRAPHIC,badge,5,True,generation_birth
1267,nostalgic,classical musician,LINE ART,centered stack,3,True,generation_birth
1268,proud,producer,Retro,scattered,3,True,generation_birth
1269,CHILL,producer,retro,scattered,2,True,generation_birth
1270,funny,country fan,bold_graphic,scattered,1,True,generation_birth
1271,Rebellious,Classical Musician,bold_graphic,full bleed,6,True,generation_birth
1272,funny,Guitarist,line_art,scattered,6,True,generation_birth
1273,nostalgic,Guitarist,retro,full bleed,3,True,generation_birth
1274,funny,DRUMMER,line art,badge,3,True,generation_birth
1275,rebellious,guitarist,distressed,centered stack,3,True,generation_birth
1276,nostalgic,guitarist,Distressed,badge,2,True,generation_birth
1277,Nostalgic,VINYL COLLECTOR,bold graphic,centered stack,3,True,generation_birth
1278,proud,Producer,RETRO,full bleed,6,True,generation_birth
1279,proud,GUITARIST,BOLD GRAPHIC,full bleed,6,True,generation_birth
1280,chill,drummer,Retro,full bleed,5,False,generation_birth
1281,Chill,vinyl_collector,watercolor,full bleed,3,True,generation_birth
1282,chill,country fan,retro,scattered,4,False,generation_birth
1283,funny,producer,distressed,badge,2,True,generation_birth
1284,rebellious,Classical Musician,bold graphic,centered stack,4,True,generation_birth
1285,rebellious,DRUMMER,BOLD GRAPHIC,scattered,4,True,generation_birth
1286,PROUD,classical_musician,bold graphic,centered stack,5,True,generation_birth
1287,funny,Saxophonist,retro,badge,4,False,generation_birth
1288,funny,DRUMMER,Retro,centered stack,3,False,generation_birth
1289,proud,metalhead,retro,badge,4,True,generation_birth
1290,NOSTALGIC,drummer,bold_graphic,badge,2,True,generation_birth
1291,funny,saxophonist,vintage,scattered,4,True,generation_birth
1292,rebellious,guitarist,watercolor,centered stack,6,True,generation_birth
1293,nostalgic,guitarist,retro,full bleed,4,False,generation_birth
1294,funny,Guitarist,vintage,centered stack,3,True,generation_birth
1295,proud,drummer,vintage,badge,4,False,generation_birth
1296,chill,Producer,WATERCOLOR,badge,3,False,generation_birth
1297,funny,country fan,line art,centered stack,6,True,generation_birth
1298,NOSTALGIC,vinyl collector,WATERCOLOR,scattered,1,False,generation_birth
1299,rebellious,Classical Musician,distressed,scattered,2,True,generation_birth
1300,NOSTALGIC,SAXOPHONIST,bold graphic,full bleed,4,True,generation_birth
1301,Rebellious,vinyl collector,bold graphic,scattered,2,False,generation_birth
1302,chill,Saxophonist,Vintage,scattered,6,True,generation_birth
1303,proud,drummer,retro,scattered,5,True,generation_birth
1304,proud,Saxophonist,Watercolor,scattered,2,True,generation_birth
1305,funny,classical musician,vintage,badge,2,True,generation_birth
1306,Chill,Saxophonist,retro,full bleed,3,False,generation_birth
1307,proud,metalhead,Line Art,badge,1,True,generation_birth
1308,rebellious,GUITARIST,retro,badge,4,False,generation_birth
1309,funny,Guitarist,retro,full bleed,1,False,generation_birth
1310,Nostalgic,producer,Retro,centered stack,4,True,generation_birth
1311,chill,country fan,bold graphic,badge,5,False,generation_birth
1312,nostalgic,VINYL COLLECTOR,retro,scattered,4,False,generation_birth
1313,rebellious,Drummer,Line Art,centered stack,3,True,generation_birth
1314,proud,vinyl_collector,Distressed,badge,4,True,generation_birth
1315,proud,METALHEAD,retro,full bleed,6,False,generation_birth
1316,Funny,vinyl collector,retro,full bleed,2,True,generation_birth
1317,nostalgic,classical musician,line_art,badge,3,True,generation_birth
1318,proud,producer,retro,scattered,4,True,generation_birth
1319,rebellious,classical musician,distressed,badge,5,True,generation_birth
1320,Rebellious,country fan,retro,scattered,1,True,generation_birth
1321,PROUD,VINYL COLLECTOR,watercolor,scattered,6,True,generation_birth
1322,Nostalgic,country fan,retro,badge,4,True,generation_birth
1323,Proud,vinyl collector,line art,scattered,3,True,generation_birth
1324,chill,saxophonist,vintage,centered stack,3,False,generation_birth
1325,proud,Drummer,watercolor,centered stack,5,False,generation_birth
1326,Nostalgic,SAXOPHONIST,watercolor,scattered,2,False,generation_birth
1327,rebellious,PRODUCER,BOLD GRAPHIC,centered stack,3,False,generation_birth
1328,funny,Guitarist,vintage,full bleed,2,True,generation_birth
1329,funny,producer,RETRO,scattered,4,True,generation_birth
1330,funny,SAXOPHONIST,vintage,badge,6,True,generation_birth
1331,chill,Metalhead,retro,centered stack,6,False,generation_birth
1332,proud,producer,watercolor,full bleed,2,True,generation_birth
1333,CHILL,drummer,vintage,scattered,3,True,generation_birth
1334,rebellious,Drummer,retro,badge,3,True,generation_birth
1335,funny,guitarist,RETRO,centered stack,3,True,generation_birth
1336,proud,classical musician,line art,full bleed,3,True,generation_birth
1337,proud,country_fan,line art,badge,4,True,generation_birth
1338,NOSTALGIC,vinyl collector,line art,badge,3,False,generation_birth
1339,funny,vinyl collector,distressed,centered stack,5,False,generation_birth
1340,chill,producer,vintage,badge,4,False,generation_birth
1341,Proud,producer,line art,scattered,2,False,generation_birth
1342,NOSTALGIC,vinyl collector,retro,badge,5,True,generation_birth
1343,CHILL,drummer,distressed,centered stack,6,False,generation_birth
1344,rebellious,producer,distressed,centered stack,2,False,generation_birth
1345,Proud,Saxophonist,distressed,badge,6,True,generation_birth
1346,nostalgic,Country Fan,watercolor,badge,3,False,generation_birth
1347,proud,classical musician,line art,centered stack,2,True,generation_birth
1348,funny,saxophonist,DISTRESSED,badge,2,True,generation_birth
1349,nostalgic,classical musician,Bold Graphic,scattered,4,True,generation_birth
1350,chill,vinyl collector,vintage,centered stack,2,True,generation_birth
1351,Rebellious,producer,retro,full bleed,4,True,generation_birth
1352,CHILL,guitarist,LINE ART,full bleed,5,True,generation_birth
1353,nostalgic,metalhead,watercolor,scattered,5,True,generation_birth
1354,Proud,guitarist,VINTAGE,scattered,3,True,generation_birth
1355,proud,vinyl collector,BOLD GRAPHIC,scattered,3,False,generation_birth
1356,chill,CLASSICAL MUSICIAN,distressed,centered stack,6,True,generation_birth
1357,proud,drummer,line art,badge,3,True,generation_birth
1358,FUNNY,saxophonist,Line Art,centered stack,3,True,generation_birth
1359,REBELLIOUS,classical_musician,distressed,centered stack,2,True,generation_birth
1360,chill,drummer,BOLD GRAPHIC,badge,2,False,generation_birth
1361,rebellious,PRODUCER,Retro,full bleed,3,True,generation_birth
1362,NOSTALGIC,saxophonist,watercolor,centered stack,4,True,generation_birth
1363,rebellious,classical musician,retro,full bleed,3,False,generation_birth
1364,chill,classical_musician,distressed,full bleed,4,True,generation_birth
1365,PROUD,producer,watercolor,badge,2,True,generation_birth
1366,funny,producer,BOLD GRAPHIC,scattered,3,True,generation_birth
1367,rebellious,GUITARIST,retro,badge,2,True,generation_birth
1368,Nostalgic,metalhead,line art,full bleed,3,True,generation_birth
1369,proud,drummer,retro,badge,4,True,generation_birth
1370,funny,saxophonist,line_art,centered stack,3,True,generation_birth
1371,NOSTALGIC,saxophonist,line art,centered stack,5,True,generation_birth
1372,rebellious,country_fan,watercolor,scattered,1,True,generation_birth
1373,PROUD,saxophonist,distressed,full bleed,3,False,generation_birth
1374,FUNNY,vinyl collector,Retro,full bleed,5,False,generation_birth
1375,Rebellious,guitarist,distressed,full bleed,6,True,generation_birth
1376,chill,vinyl collector,distressed,full bleed,3,True,generation_birth
1377,Nostalgic,metalhead,vintage,full bleed,3,True,generation_birth
1378,PROUD,saxophonist,WATERCOLOR,full bleed,2,True,generation_birth
1379,rebellious,COUNTRY FAN,Watercolor,centered stack,4,True,generation_birth
1380,NOSTALGIC,guitarist,retro,badge,6,True,generation_birth
1381,funny,GUITARIST,retro,full bleed,2,False,generation_birth
1382,REBELLIOUS,METALHEAD,distressed,badge,6,True,generation_birth
1383,Chill,METALHEAD,retro,full bleed,2,True,generation_birth
1384,PROUD,classical musician,watercolor,scattered,1,True,generation_birth
1385,Chill,PRODUCER,distressed,scattered,6,False,generation_birth
1386,chill,drummer,bold graphic,full bleed,3,True,generation_birth
1387,nostalgic,metalhead,bold graphic,scattered,4,True,generation_birth
1388,REBELLIOUS,COUNTRY FAN,distressed,badge,2,True,generation_birth
1389,NOSTALGIC,producer,retro,full bleed,3,False,generation_birth
1390,funny,classical musician,line art,centered stack,5,True,generation_birth
1391,rebellious,classical musician,watercolor,centered stack,2,True,generation_birth
1392,PROUD,CLASSICAL MUSICIAN,watercolor,scattered,3,True,generation_birth
1393,funny,vinyl collector,LINE ART,centered stack,3,False,generation_birth
1394,funny,saxophonist,distressed,scattered,4,True,generation_birth
1395,funny,COUNTRY FAN,BOLD GRAPHIC,centered stack,3,False,generation_birth
1396,nostalgic,drummer,retro,scattered,5,False,generation_birth
1397,Proud,metalhead,vintage,scattered,4,True,generation_birth
1398,nostalgic,Drummer,watercolor,centered stack,3,False,generation_birth
1399,proud,drummer,DISTRESSED,full bleed,4,True,generation_birth
1400,funny,saxophonist,retro,full bleed,4,True,generation_birth
1401,funny,classical musician,LINE ART,full bleed,4,False,generation_birth
1402,chill,country_fan,distressed,badge,6,False,generation_birth
1403,CHILL,classical musician,WATERCOLOR,scattered,1,True,generation_birth
1404,nostalgic,vinyl collector,distressed,centered stack,5,True,generation_birth
1405,CHILL,guitarist,BOLD GRAPHIC,full bleed,4,True,generation_birth
1406,proud,PRODUCER,Bold Graphic,full bleed,5,False,generation_birth
1407,Proud,vinyl collector,LINE ART,scattered,6,True,generation_birth
1408,funny,Country Fan,line art,full bleed,4,True,generation_birth
1409,rebellious,Drummer,distressed,centered stack,3,False,generation_birth
1410,funny,vinyl_collector,vintage,centered stack,4,True,generation_birth
1411,PROUD,PRODUCER,line art,badge,3,False,generation_birth
1412,rebellious,country fan,vintage,badge,4,False,generation_birth
1413,rebellious,Saxophonist,Bold Graphic,badge,6,True,generation_birth
1414,nostalgic,classical musician,BOLD GRAPHIC,full bleed,2,True,generation_birth
1415,funny,drummer,watercolor,centered stack,4,False,generation_birth
1416,nostalgic,saxophonist,retro,badge,6,True,generation_birth
1417,rebellious,metalhead,vintage,scattered,3,True,generation_birth
1418,Rebellious,Drummer,WATERCOLOR,scattered,3,True,generation_birth
1419,rebellious,vinyl collector,retro,full bleed,2,False,generation_birth
1420,rebellious,saxophonist,BOLD GRAPHIC,badge,6,False,generation_birth
1421,nostalgic,vinyl collector,bold graphic,badge,4,False,generation_birth
1422,proud,drummer,watercolor,centered stack,4,True,generation_birth
1423,funny,guitarist,bold graphic,full bleed,4,True,generation_birth
1424,Proud,producer,retro,scattered,3,True,generation_birth
